r,s,projected_gradient_norm,collision_value,sign_u,sign_v,sign_w,amp_r,amp_s
17,18,0.6666666666666666,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
2,5,0.6666666666666665,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
3,4,0.6666666666666665,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
3,6,0.6666666666666665,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
5,8,0.6666666666666665,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
7,8,0.6666666666666665,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
7,12,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
7,17,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
8,13,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
10,15,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
11,12,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
11,13,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
11,16,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
14,15,0.6666666666666665,-0.3333333333333333,1.0,-1.0,-1.0,1.0,1.0
0,6,0.6666666666666664,-0.3333333333333333,-1.0,1.0,-1.0,1.0,1.0
6,16,0.6666666666666664,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
15,25,0.6341718324267315,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
4,22,0.6341718324267314,-0.3333333333333333,1.0,-1.0,-1.0,1.0,2.0
13,21,0.6341718324267314,-0.3333333333333333,-1.0,1.0,-1.0,1.0,2.0
2,23,0.6341718324267313,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
17,24,0.6341718324267311,-0.3333333333333333,-1.0,1.0,-1.0,1.0,2.0
9,20,0.634171832426731,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
1,20,0.5546975779047737,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
5,25,0.5546975779047737,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
10,22,0.5546975779047737,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
18,23,0.5546975779047737,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
10,21,0.5546975779047736,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
14,23,0.5546975779047736,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
14,24,0.5546975779047736,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
18,25,0.5546975779047736,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
1,24,0.5546975779047735,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
5,21,0.5546975779047735,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
12,20,0.5546975779047735,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
12,22,0.5546975779047735,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
10,16,0.4714045207910319,0.0,-1.0,1.0,-1.0,1.0,1.0
11,14,0.4714045207910319,0.0,1.0,1.0,1.0,1.0,1.0
4,6,0.47140452079103184,0.0,-1.0,1.0,-1.0,1.0,1.0
5,6,0.47140452079103184,0.0,1.0,-1.0,-1.0,1.0,1.0
7,11,0.47140452079103184,0.0,1.0,-1.0,-1.0,1.0,1.0
8,11,0.47140452079103184,0.0,1.0,1.0,1.0,1.0,1.0
0,7,0.4714045207910318,0.0,-1.0,-1.0,1.0,1.0,1.0
2,6,0.4714045207910318,0.0,-1.0,-1.0,1.0,1.0,1.0
7,13,0.4714045207910318,0.0,1.0,1.0,1.0,1.0,1.0
11,15,0.4714045207910318,0.0,-1.0,1.0,-1.0,1.0,1.0
0,4,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
1,3,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
1,6,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
3,11,0.47140452079103173,0.0,1.0,-1.0,-1.0,1.0,1.0
3,14,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
6,10,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
7,18,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
8,16,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
8,17,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
10,14,0.47140452079103173,0.0,1.0,-1.0,-1.0,1.0,1.0
11,17,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
11,18,0.47140452079103173,0.0,1.0,1.0,1.0,1.0,1.0
12,18,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
13,17,0.47140452079103173,0.0,1.0,1.0,1.0,1.0,1.0
0,10,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
0,15,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
0,16,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
1,5,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
2,3,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
2,4,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
2,7,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
3,8,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
3,9,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
3,16,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
4,8,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
5,7,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
6,12,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
6,13,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
6,14,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
6,17,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
9,16,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
0,8,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
6,9,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
6,18,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
7,16,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
12,16,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
13,16,0.4714045207910316,0.0,-1.0,1.0,-1.0,1.0,1.0
0,5,0.47140452079103157,0.0,1.0,-1.0,-1.0,1.0,1.0
0,11,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
1,8,0.47140452079103157,0.0,-1.0,1.0,-1.0,1.0,1.0
3,7,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
6,15,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
8,12,0.47140452079103157,0.0,-1.0,1.0,-1.0,1.0,1.0
9,15,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
2,18,0.4675457558532911,0.0,-1.0,-1.0,1.0,1.0,1.0
5,15,0.4675457558532911,0.0,-1.0,-1.0,1.0,1.0,1.0
15,18,0.4675457558532911,0.0,-1.0,-1.0,1.0,1.0,1.0
10,13,0.46754575585329106,0.0,1.0,1.0,1.0,1.0,1.0
14,17,0.46754575585329106,0.0,-1.0,1.0,-1.0,1.0,1.0
4,12,0.467545755853291,0.0,-1.0,-1.0,1.0,1.0,1.0
4,10,0.46754575585329095,0.0,-1.0,1.0,-1.0,1.0,1.0
1,9,0.4675457558532909,0.0,-1.0,-1.0,1.0,1.0,1.0
2,14,0.4675457558532909,0.0,-1.0,1.0,-1.0,1.0,1.0
1,17,0.46754575585329083,0.0,-1.0,1.0,-1.0,1.0,1.0
9,12,0.46754575585329083,0.0,-1.0,-1.0,1.0,1.0,1.0
5,13,0.4675457558532908,0.0,-1.0,-1.0,1.0,1.0,1.0
4,21,0.4647863984093999,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
2,25,0.46478639840939984,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
4,20,0.46478639840939984,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
9,24,0.46478639840939984,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
2,24,0.4647863984093998,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
15,21,0.4647863984093998,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
17,20,0.4647863984093998,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
13,22,0.4647863984093997,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
17,23,0.4647863984093997,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
15,23,0.46478639840939967,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
9,22,0.46478639840939956,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
13,25,0.46478639840939956,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
10,20,0.44309335552009793,0.0,1.0,-1.0,-1.0,1.0,2.0
18,24,0.4430933555200979,0.0,1.0,-1.0,-1.0,1.0,2.0
1,22,0.4430933555200978,0.0,-1.0,-1.0,1.0,1.0,2.0
1,23,0.4430933555200978,0.0,1.0,1.0,1.0,1.0,2.0
5,23,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
12,24,0.4430933555200978,0.0,1.0,1.0,1.0,1.0,2.0
14,25,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
10,25,0.44309335552009776,0.0,-1.0,-1.0,1.0,1.0,2.0
12,21,0.44309335552009776,0.0,-1.0,1.0,-1.0,1.0,2.0
14,20,0.44309335552009776,0.0,-1.0,-1.0,1.0,1.0,2.0
18,21,0.44309335552009776,0.0,-1.0,-1.0,1.0,1.0,2.0
5,22,0.4430933555200977,0.0,-1.0,1.0,-1.0,1.0,2.0
17,19,0.4285599646586978,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.8284271247461903
15,19,0.4285599646586977,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.8284271247461903
2,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
4,19,0.42855996465869767,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.8284271247461903
13,19,0.42855996465869767,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.8284271247461903
9,19,0.4285599646586976,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
8,25,0.422781221617821,0.0,-1.0,1.0,-1.0,1.0,2.0
0,24,0.42278122161782095,0.0,-1.0,1.0,-1.0,1.0,2.0
7,20,0.42278122161782095,0.0,-1.0,-1.0,1.0,1.0,2.0
16,23,0.42278122161782095,0.0,-1.0,-1.0,1.0,1.0,2.0
3,21,0.4227812216178209,0.0,-1.0,1.0,-1.0,1.0,2.0
11,22,0.4227812216178208,0.0,-1.0,-1.0,1.0,1.0,2.0
4,17,0.40228814150092806,0.0,1.0,1.0,1.0,1.0,1.0
2,9,0.40228814150092795,0.0,-1.0,-1.0,1.0,1.0,1.0
14,18,0.40228814150092795,0.0,1.0,1.0,1.0,1.0,1.0
15,17,0.40228814150092795,0.0,-1.0,1.0,-1.0,1.0,1.0
1,12,0.4022881415009279,0.0,-1.0,1.0,-1.0,1.0,1.0
4,15,0.4022881415009279,0.0,-1.0,-1.0,1.0,1.0,1.0
1,14,0.40228814150092784,0.0,-1.0,1.0,-1.0,1.0,1.0
5,18,0.40228814150092784,0.0,-1.0,-1.0,1.0,1.0,1.0
9,13,0.40228814150092784,0.0,-1.0,-1.0,1.0,1.0,1.0
10,12,0.40228814150092784,0.0,1.0,-1.0,-1.0,1.0,1.0
2,13,0.4022881415009278,0.0,-1.0,-1.0,1.0,1.0,1.0
5,10,0.4022881415009278,0.0,-1.0,1.0,-1.0,1.0,1.0
1,19,0.38572661584678897,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
12,19,0.38572661584678897,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
14,19,0.38572661584678897,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
18,19,0.38572661584678897,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
10,19,0.3857266158467889,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
5,19,0.38572661584678886,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
16,24,0.36778485624491375,0.0,1.0,-1.0,-1.0,1.0,2.0
3,25,0.3677848562449137,0.0,-1.0,1.0,-1.0,1.0,2.0
8,21,0.3677848562449137,0.0,-1.0,-1.0,1.0,1.0,2.0
0,20,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
0,23,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
3,22,0.36778485624491364,0.0,1.0,-1.0,-1.0,1.0,2.0
7,22,0.36778485624491364,0.0,-1.0,1.0,-1.0,1.0,2.0
8,23,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
11,20,0.36778485624491364,0.0,-1.0,1.0,-1.0,1.0,2.0
11,21,0.36778485624491364,0.0,1.0,1.0,1.0,1.0,2.0
16,25,0.3677848562449136,0.0,1.0,1.0,1.0,1.0,2.0
7,24,0.3677848562449135,0.0,-1.0,1.0,-1.0,1.0,2.0
2,17,0.3577978810327106,0.0,1.0,-1.0,-1.0,1.0,1.0
4,13,0.3577978810327105,0.0,-1.0,1.0,-1.0,1.0,1.0
9,17,0.3577978810327105,0.0,1.0,-1.0,-1.0,1.0,1.0
2,15,0.3577978810327104,0.0,1.0,-1.0,-1.0,1.0,1.0
13,15,0.3577978810327104,0.0,-1.0,-1.0,1.0,1.0,1.0
4,9,0.3577978810327103,0.0,-1.0,-1.0,1.0,1.0,1.0
2,20,0.3505929647044782,0.0,1.0,-1.0,-1.0,1.0,2.0
4,25,0.35059296470447815,0.0,-1.0,-1.0,1.0,1.0,2.0
15,22,0.35059296470447815,0.0,1.0,-1.0,-1.0,1.0,2.0
17,25,0.35059296470447815,0.0,-1.0,-1.0,1.0,1.0,2.0
4,24,0.3505929647044781,0.0,1.0,1.0,1.0,1.0,2.0
9,23,0.3505929647044781,0.0,1.0,-1.0,-1.0,1.0,2.0
13,23,0.3505929647044781,0.0,-1.0,1.0,-1.0,1.0,2.0
15,24,0.3505929647044781,0.0,-1.0,-1.0,1.0,1.0,2.0
17,22,0.3505929647044781,0.0,1.0,-1.0,-1.0,1.0,2.0
9,21,0.350592964704478,0.0,-1.0,-1.0,1.0,1.0,2.0
13,20,0.350592964704478,0.0,-1.0,-1.0,1.0,1.0,2.0
2,21,0.3505929647044779,0.0,-1.0,1.0,-1.0,1.0,2.0
15,20,0.3185110286353033,0.0,1.0,1.0,1.0,1.0,2.0
13,24,0.31851102863530323,0.0,1.0,1.0,1.0,1.0,2.0
2,22,0.3185110286353031,0.0,-1.0,1.0,-1.0,1.0,2.0
4,23,0.31851102863530306,0.0,-1.0,1.0,-1.0,1.0,2.0
17,21,0.31851102863530306,0.0,-1.0,-1.0,1.0,1.0,2.0
9,25,0.318511028635303,0.0,1.0,-1.0,-1.0,1.0,2.0
20,24,0.3027767519741421,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
21,22,0.3027767519741421,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
21,25,0.30277675197414194,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
23,24,0.3027767519741419,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
20,22,0.30277675197414183,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
23,25,0.30277675197414183,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
8,19,0.28446067284623955,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
3,19,0.2844606728462395,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
16,19,0.2844606728462395,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
0,19,0.28446067284623944,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
7,19,0.28446067284623944,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
11,19,0.28446067284623944,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
22,23,0.277836251155497,0.0,-1.0,1.0,-1.0,2.0,2.0
21,24,0.2778362511554969,0.0,1.0,1.0,1.0,2.0,2.0
20,25,0.27783625115549676,0.0,1.0,-1.0,-1.0,2.0,2.0
19,21,0.21662696559262012,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
19,23,0.2166269655926201,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
19,24,0.21662696559262007,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
19,22,0.21662696559262,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
19,25,0.21662696559262,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
19,20,0.21662696559261993,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
16,20,0.20114407075046412,0.0,1.0,1.0,1.0,1.0,2.0
0,22,0.201144070750464,0.0,1.0,-1.0,-1.0,1.0,2.0
0,25,0.201144070750464,0.0,-1.0,1.0,-1.0,1.0,2.0
7,21,0.201144070750464,0.0,-1.0,1.0,-1.0,1.0,2.0
8,24,0.20114407075046398,0.0,-1.0,-1.0,1.0,1.0,2.0
8,22,0.20114407075046395,0.0,1.0,-1.0,-1.0,1.0,2.0
3,20,0.20114407075046392,0.0,-1.0,-1.0,1.0,1.0,2.0
3,23,0.20114407075046392,0.0,-1.0,1.0,-1.0,1.0,2.0
7,23,0.20114407075046392,0.0,-1.0,-1.0,1.0,1.0,2.0
11,24,0.20114407075046387,0.0,1.0,1.0,1.0,1.0,2.0
11,25,0.20114407075046384,0.0,1.0,-1.0,-1.0,1.0,2.0
16,21,0.20114407075046378,0.0,-1.0,1.0,-1.0,1.0,2.0
14,22,0.1872484876273516,0.0,1.0,-1.0,-1.0,1.0,2.0
10,24,0.18724848762735158,0.0,-1.0,1.0,-1.0,1.0,2.0
12,25,0.18724848762735155,0.0,-1.0,-1.0,1.0,1.0,2.0
5,20,0.18724848762735152,0.0,1.0,1.0,1.0,1.0,2.0
5,24,0.18724848762735152,0.0,1.0,-1.0,-1.0,1.0,2.0
12,23,0.1872484876273515,0.0,-1.0,-1.0,1.0,1.0,2.0
1,21,0.18724848762735147,0.0,1.0,1.0,1.0,1.0,2.0
1,25,0.18724848762735147,0.0,1.0,1.0,1.0,1.0,2.0
14,21,0.18724848762735144,0.0,1.0,1.0,1.0,1.0,2.0
18,20,0.18724848762735144,0.0,1.0,-1.0,-1.0,1.0,2.0
18,22,0.1872484876273514,0.0,-1.0,-1.0,1.0,1.0,2.0
10,23,0.1872484876273513,0.0,1.0,-1.0,-1.0,1.0,2.0
22,24,0.17237334648179997,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
20,21,0.1723733464817999,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
21,23,0.17237334648179983,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
22,25,0.17237334648179978,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
24,25,0.17237334648179978,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
20,23,0.17237334648179975,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
16,22,1.8610967235986916e-15,0.0,-1.0,-1.0,1.0,1.0,2.0
5,9,1.7019635110014663e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
3,17,1.64757683377681e-15,0.0,1.0,1.0,1.0,1.0,1.0
5,14,1.5965146989628265e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
8,15,1.5707557630522806e-15,0.0,1.0,1.0,1.0,1.0,1.0
4,18,1.5609052594676929e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
7,15,1.5010863182755774e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
5,17,1.40576417673429e-15,0.0,1.0,1.0,1.0,1.0,1.0
7,10,1.3720568046369806e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
10,18,1.3140688386273665e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
3,24,1.2954941513929528e-15,0.0,-1.0,1.0,-1.0,1.0,2.0
1,13,1.2831236079389823e-15,0.0,1.0,1.0,1.0,1.0,1.0
3,13,1.2787449163079932e-15,0.0,1.0,1.0,1.0,1.0,1.0
5,16,1.275657155017099e-15,0.0,1.0,1.0,1.0,1.0,1.0
7,25,1.2601119735675447e-15,0.0,-1.0,1.0,-1.0,1.0,2.0
1,15,1.1863858208535147e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
7,9,1.179847070032045e-15,0.0,1.0,1.0,1.0,1.0,1.0
4,14,1.1720499478157075e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
7,14,1.1704079567171319e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
13,14,1.1196275088557354e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
8,14,1.0897689097507487e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
1,16,1.0719300746623309e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
5,12,1.0669045858999337e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
4,11,1.052199559527613e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
2,12,1.043233182642063e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
12,15,1.0051481020020547e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
3,12,1.0049365094616389e-15,0.0,1.0,1.0,1.0,1.0,1.0
6,24,1.002070862140621e-15,0.0,-1.0,-1.0,1.0,1.0,2.0
3,18,9.947721538937458e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
0,13,9.946012704023851e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
1,18,9.940481132243946e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
1,10,9.811704371553787e-16,0.0,1.0,1.0,1.0,1.0,1.0
2,10,9.78530604901337e-16,0.0,1.0,1.0,1.0,1.0,1.0
2,11,9.71859930458124e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
4,16,9.62454397466312e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
9,18,9.553472238253016e-16,0.0,1.0,1.0,1.0,1.0,1.0
8,9,9.28413733122646e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
6,19,9.077586384848375e-16,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
5,11,8.871717341562141e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
2,16,8.591394398362143e-16,0.0,1.0,1.0,1.0,1.0,1.0
8,10,8.551413247916346e-16,0.0,1.0,1.0,1.0,1.0,1.0
6,25,8.42249017723903e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
6,23,8.4210909846492e-16,0.0,1.0,1.0,1.0,1.0,2.0
6,22,8.372585049109881e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
0,17,8.322265185178451e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
6,20,8.312905495425067e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
11,23,8.203232399679331e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
10,17,8.065385243153866e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
0,12,7.943511153072523e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
12,14,7.865495073278827e-16,0.0,1.0,1.0,1.0,1.0,1.0
0,21,7.825458345770931e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
1,11,7.652318292531812e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
0,18,7.597550147807433e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
6,21,7.217601283700779e-16,0.0,1.0,1.0,1.0,1.0,2.0
8,20,7.045402952212283e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
