r,s,projected_gradient_norm,collision_value,sign_u,sign_v,sign_w,amp_r,amp_s
1,5,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
1,6,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
2,4,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
2,17,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
4,10,0.4714045207910317,0.0,-1.0,1.0,-1.0,1.0,1.0
5,9,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
5,13,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
5,18,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
9,17,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
9,18,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
12,16,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
0,4,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
1,8,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
2,12,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
4,6,0.4714045207910316,0.0,-1.0,1.0,-1.0,1.0,1.0
5,14,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
12,14,0.4714045207910316,0.0,1.0,1.0,1.0,1.0,1.0
13,17,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
4,12,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
4,17,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
5,15,0.47140452079103157,0.0,-1.0,1.0,-1.0,1.0,1.0
1,16,0.46754575585329117,0.0,1.0,1.0,1.0,1.0,1.0
10,13,0.46754575585329117,0.0,1.0,1.0,1.0,1.0,1.0
15,18,0.4675457558532911,0.0,-1.0,1.0,-1.0,1.0,1.0
14,16,0.46754575585329106,0.0,-1.0,-1.0,1.0,1.0,1.0
0,15,0.467545755853291,0.0,-1.0,-1.0,1.0,1.0,1.0
7,13,0.467545755853291,0.0,-1.0,1.0,-1.0,1.0,1.0
7,11,0.46754575585329095,0.0,1.0,1.0,1.0,1.0,1.0
9,11,0.46754575585329095,0.0,-1.0,-1.0,1.0,1.0,1.0
0,14,0.4675457558532909,0.0,-1.0,1.0,-1.0,1.0,1.0
1,9,0.4675457558532909,0.0,-1.0,-1.0,1.0,1.0,1.0
6,10,0.4675457558532909,0.0,1.0,-1.0,-1.0,1.0,1.0
6,18,0.46754575585329083,0.0,-1.0,-1.0,1.0,1.0,1.0
7,20,0.4647863984093999,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
10,25,0.46478639840939984,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
16,20,0.46478639840939984,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
0,24,0.4647863984093998,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
9,24,0.4647863984093998,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
7,21,0.4647863984093997,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
10,22,0.4647863984093997,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
16,23,0.4647863984093997,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
9,22,0.46478639840939967,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
18,21,0.46478639840939967,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
18,23,0.46478639840939967,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
0,25,0.46478639840939956,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
11,24,0.44309335552009793,0.0,1.0,1.0,1.0,1.0,2.0
13,25,0.44309335552009793,0.0,-1.0,1.0,-1.0,1.0,2.0
1,22,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
1,23,0.4430933555200978,0.0,-1.0,1.0,-1.0,1.0,2.0
6,23,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
11,21,0.4430933555200978,0.0,-1.0,1.0,-1.0,1.0,2.0
6,22,0.44309335552009776,0.0,-1.0,1.0,-1.0,1.0,2.0
14,25,0.44309335552009776,0.0,1.0,1.0,1.0,1.0,2.0
15,21,0.44309335552009776,0.0,-1.0,-1.0,1.0,1.0,2.0
15,24,0.44309335552009776,0.0,-1.0,1.0,-1.0,1.0,2.0
14,20,0.4430933555200977,0.0,-1.0,-1.0,1.0,1.0,2.0
13,20,0.44309335552009765,0.0,1.0,-1.0,-1.0,1.0,2.0
10,19,0.4285599646586979,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.8284271247461903
0,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
9,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
16,19,0.42855996465869767,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.8284271247461903
18,19,0.4285599646586976,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.8284271247461903
7,19,0.42855996465869756,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
4,20,0.42278122161782106,0.0,-1.0,1.0,-1.0,1.0,2.0
2,24,0.42278122161782095,0.0,-1.0,-1.0,1.0,1.0,2.0
12,22,0.42278122161782095,0.0,-1.0,1.0,-1.0,1.0,2.0
3,25,0.4227812216178209,0.0,1.0,-1.0,-1.0,1.0,2.0
8,21,0.4227812216178209,0.0,1.0,1.0,1.0,1.0,2.0
17,23,0.4227812216178209,0.0,1.0,-1.0,-1.0,1.0,2.0
7,16,0.40228814150092806,0.0,-1.0,-1.0,1.0,1.0,1.0
1,14,0.402288141500928,0.0,1.0,-1.0,-1.0,1.0,1.0
0,9,0.40228814150092795,0.0,1.0,-1.0,-1.0,1.0,1.0
11,13,0.40228814150092795,0.0,-1.0,-1.0,1.0,1.0,1.0
9,10,0.4022881415009279,0.0,-1.0,1.0,-1.0,1.0,1.0
14,15,0.4022881415009279,0.0,-1.0,-1.0,1.0,1.0,1.0
16,18,0.4022881415009279,0.0,1.0,-1.0,-1.0,1.0,1.0
1,11,0.40228814150092784,0.0,1.0,-1.0,-1.0,1.0,1.0
6,13,0.40228814150092784,0.0,-1.0,-1.0,1.0,1.0,1.0
7,18,0.40228814150092784,0.0,1.0,-1.0,-1.0,1.0,1.0
0,10,0.4022881415009278,0.0,1.0,-1.0,-1.0,1.0,1.0
6,15,0.4022881415009278,0.0,-1.0,1.0,-1.0,1.0,1.0
1,19,0.38572661584678897,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
6,19,0.3857266158467889,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
11,19,0.3857266158467889,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
13,19,0.3857266158467889,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
14,19,0.3857266158467889,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
15,19,0.38572661584678886,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
2,20,0.36778485624491375,0.0,-1.0,1.0,-1.0,1.0,2.0
8,25,0.36778485624491375,0.0,1.0,-1.0,-1.0,1.0,2.0
12,21,0.36778485624491375,0.0,1.0,1.0,1.0,1.0,2.0
2,23,0.36778485624491364,0.0,-1.0,1.0,-1.0,1.0,2.0
3,21,0.36778485624491364,0.0,-1.0,1.0,-1.0,1.0,2.0
8,22,0.36778485624491364,0.0,1.0,-1.0,-1.0,1.0,2.0
12,20,0.36778485624491364,0.0,1.0,1.0,1.0,1.0,2.0
17,25,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
4,22,0.3677848562449136,0.0,1.0,-1.0,-1.0,1.0,2.0
4,24,0.3677848562449136,0.0,-1.0,-1.0,1.0,1.0,2.0
3,23,0.3677848562449135,0.0,1.0,-1.0,-1.0,1.0,2.0
17,24,0.3677848562449135,0.0,-1.0,1.0,-1.0,1.0,2.0
0,16,0.35779788103271054,0.0,-1.0,1.0,-1.0,1.0,1.0
7,10,0.35779788103271043,0.0,-1.0,1.0,-1.0,1.0,1.0
9,16,0.35779788103271043,0.0,1.0,1.0,1.0,1.0,1.0
10,18,0.35779788103271043,0.0,-1.0,1.0,-1.0,1.0,1.0
7,9,0.3577978810327104,0.0,1.0,1.0,1.0,1.0,1.0
0,18,0.3577978810327103,0.0,-1.0,1.0,-1.0,1.0,1.0
9,23,0.3505929647044782,0.0,1.0,1.0,1.0,1.0,2.0
10,20,0.3505929647044782,0.0,1.0,1.0,1.0,1.0,2.0
16,25,0.35059296470447815,0.0,1.0,1.0,1.0,1.0,2.0
0,20,0.3505929647044781,0.0,1.0,-1.0,-1.0,1.0,2.0
7,24,0.3505929647044781,0.0,-1.0,1.0,-1.0,1.0,2.0
7,25,0.3505929647044781,0.0,-1.0,-1.0,1.0,1.0,2.0
9,21,0.3505929647044781,0.0,-1.0,-1.0,1.0,1.0,2.0
0,21,0.350592964704478,0.0,-1.0,1.0,-1.0,1.0,2.0
10,23,0.350592964704478,0.0,-1.0,1.0,-1.0,1.0,2.0
16,22,0.350592964704478,0.0,-1.0,1.0,-1.0,1.0,2.0
18,22,0.350592964704478,0.0,1.0,-1.0,-1.0,1.0,2.0
18,24,0.350592964704478,0.0,-1.0,1.0,-1.0,1.0,2.0
10,24,0.31851102863530323,0.0,1.0,1.0,1.0,1.0,2.0
0,22,0.31851102863530306,0.0,-1.0,1.0,-1.0,1.0,2.0
9,25,0.31851102863530306,0.0,1.0,-1.0,-1.0,1.0,2.0
16,21,0.31851102863530306,0.0,-1.0,-1.0,1.0,1.0,2.0
18,20,0.318511028635303,0.0,1.0,-1.0,-1.0,1.0,2.0
7,23,0.31851102863530284,0.0,-1.0,1.0,-1.0,1.0,2.0
20,22,0.3027767519741422,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
20,24,0.30277675197414217,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
21,22,0.30277675197414217,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
23,24,0.30277675197414194,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
21,25,0.30277675197414183,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
23,25,0.3027767519741418,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
2,19,0.2844606728462395,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
12,19,0.2844606728462395,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
3,19,0.28446067284623944,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
4,19,0.28446067284623944,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
8,19,0.28446067284623944,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
17,19,0.28446067284623944,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
20,25,0.27783625115549704,0.0,1.0,-1.0,-1.0,2.0,2.0
22,23,0.2778362511554969,0.0,-1.0,1.0,-1.0,2.0,2.0
21,24,0.2778362511554968,0.0,-1.0,-1.0,1.0,2.0,2.0
19,22,0.21662696559262015,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
19,20,0.2166269655926201,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
19,23,0.21662696559262007,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
19,25,0.21662696559262004,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
19,21,0.21662696559262,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
19,24,0.2166269655926199,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
2,22,0.20114407075046414,0.0,1.0,1.0,1.0,1.0,2.0
2,25,0.20114407075046403,0.0,-1.0,1.0,-1.0,1.0,2.0
4,23,0.201144070750464,0.0,-1.0,1.0,-1.0,1.0,2.0
17,21,0.201144070750464,0.0,1.0,1.0,1.0,1.0,2.0
4,21,0.20114407075046398,0.0,-1.0,-1.0,1.0,1.0,2.0
8,23,0.20114407075046398,0.0,-1.0,-1.0,1.0,1.0,2.0
3,22,0.20114407075046395,0.0,1.0,-1.0,-1.0,1.0,2.0
3,24,0.20114407075046395,0.0,-1.0,1.0,-1.0,1.0,2.0
8,20,0.20114407075046392,0.0,-1.0,-1.0,1.0,1.0,2.0
12,25,0.20114407075046392,0.0,1.0,-1.0,-1.0,1.0,2.0
12,24,0.2011440707504639,0.0,-1.0,1.0,-1.0,1.0,2.0
17,20,0.20114407075046384,0.0,1.0,-1.0,-1.0,1.0,2.0
1,21,0.18724848762735152,0.0,-1.0,1.0,-1.0,1.0,2.0
14,21,0.18724848762735152,0.0,-1.0,-1.0,1.0,1.0,2.0
11,25,0.1872484876273515,0.0,-1.0,1.0,-1.0,1.0,2.0
13,23,0.1872484876273515,0.0,-1.0,1.0,-1.0,1.0,2.0
6,20,0.18724848762735147,0.0,1.0,1.0,1.0,1.0,2.0
6,24,0.18724848762735147,0.0,-1.0,-1.0,1.0,1.0,2.0
15,22,0.18724848762735147,0.0,1.0,-1.0,-1.0,1.0,2.0
11,23,0.18724848762735144,0.0,-1.0,-1.0,1.0,1.0,2.0
1,25,0.1872484876273514,0.0,-1.0,-1.0,1.0,1.0,2.0
14,22,0.1872484876273514,0.0,1.0,1.0,1.0,1.0,2.0
15,20,0.1872484876273514,0.0,-1.0,1.0,-1.0,1.0,2.0
13,24,0.1872484876273513,0.0,-1.0,-1.0,1.0,1.0,2.0
20,23,0.17237334648180008,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
22,25,0.1723733464817999,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
20,21,0.1723733464817998,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
24,25,0.1723733464817998,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
21,23,0.17237334648179972,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
22,24,0.17237334648179967,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
4,13,1.6864927912573918e-15,0.0,1.0,1.0,1.0,1.0,1.0
6,9,1.4448630052295566e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
4,18,1.3964094130543845e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
6,17,1.390830680226346e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
6,11,1.3815647569411471e-15,0.0,1.0,1.0,1.0,1.0,1.0
1,10,1.3727026296351634e-15,0.0,1.0,1.0,1.0,1.0,1.0
2,16,1.3726200367284353e-15,0.0,1.0,1.0,1.0,1.0,1.0
6,14,1.331742502205408e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
7,15,1.327929593997953e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
3,13,1.2874946387870361e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
1,15,1.2806129113588125e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
11,14,1.2803964478971673e-15,0.0,1.0,1.0,1.0,1.0,1.0
4,25,1.2725719909737752e-15,0.0,1.0,1.0,1.0,1.0,2.0
2,15,1.265983878888812e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
7,14,1.231457463213886e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
5,21,1.220999057545453e-15,0.0,-1.0,-1.0,1.0,1.0,2.0
1,17,1.2040889112414044e-15,0.0,1.0,1.0,1.0,1.0,1.0
10,14,1.2027468156738671e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
4,9,1.1697505525966895e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
7,12,1.1629769878941265e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
8,11,1.1527277039269751e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
6,12,1.14924677256986e-15,0.0,1.0,1.0,1.0,1.0,1.0
3,14,1.1450762124228555e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
5,25,1.1380423413500337e-15,0.0,-1.0,1.0,-1.0,1.0,2.0
0,17,1.127400642122354e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
3,9,1.1162221500837982e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
1,13,1.109733151755465e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
8,16,1.1083970107561186e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
2,11,1.0943070202836818e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
0,11,1.0885639640164953e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
3,18,1.0747310175563259e-15,0.0,-1.0,-1.0,1.0,1.0,1.0
8,10,1.0729807805208476e-15,0.0,1.0,1.0,1.0,1.0,1.0
6,16,1.0724516726796644e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
5,19,1.06835254518082e-15,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
2,10,1.0641611805123341e-15,0.0,1.0,1.0,1.0,1.0,1.0
4,14,1.0601673717927729e-15,0.0,1.0,1.0,1.0,1.0,1.0
9,15,1.0586334085434908e-15,0.0,1.0,-1.0,-1.0,1.0,1.0
12,23,1.057048607050405e-15,0.0,1.0,1.0,1.0,1.0,2.0
8,15,1.0305150631814979e-15,0.0,1.0,1.0,1.0,1.0,1.0
1,18,1.0285921515222582e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
7,17,9.677588584861696e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
13,15,9.655118117087264e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
1,12,9.594451675232585e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
11,18,9.586673415172966e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
8,24,9.569941816029885e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
0,12,9.331829515916065e-16,0.0,1.0,1.0,1.0,1.0,1.0
5,23,8.6241243319854e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
2,21,8.543447414679247e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
13,16,8.535291836057201e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
3,20,8.351373100886208e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
5,24,8.266361029494821e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
5,20,8.144370562923218e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
17,22,8.00690786540654e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
5,22,7.92918255541802e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
0,13,7.887993427985047e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
