generation,rank,basin_id,parent_id,roles,expansion_count,soft_nullity,susceptibility,death_distance,source
81,23,2822,2793,genericity,1,33.999999999999545,1.0018832441244763,2.000111668653781,exact_hop
81,23,2636,1796,deletion,7,35.99999999999966,0.5733955550022423,2.3836213129204116,off_manifold_hop
81,23,2641,1320,death,7,35.99999999999966,1.0015145613841718,1.822156438679074,exact_hop
81,23,567,78,explore,23,35.99999999999977,1.003145672548604,2.6762674536886215,off_manifold_hop
82,23,2857,2822,genericity,1,33.999999999999545,1.0026491040908132,2.8436048558776514,wall:amplitude_wall
82,23,2636,1796,deletion,8,35.99999999999966,0.5733955550022423,2.3836213129204102,off_manifold_hop
82,23,2641,1320,death,8,35.99999999999966,1.0015145613841718,1.822156438679074,exact_hop
83,23,2905,2857,genericity,1,33.99999999999932,1.0024072020618688,2.14810415684211,off_manifold_hop
83,23,2636,1796,deletion,9,35.99999999999977,0.5733955550022423,2.3836213129204156,off_manifold_hop
83,23,2641,1320,death,9,35.99999999999966,1.0015145613841718,1.822156438679074,exact_hop
84,23,2933,2905,genericity,1,33.999999999999545,1.0063642510497517,2.2099309765514237,exact_hop
84,23,2951,2636,deletion,1,35.99999999999977,0.5691058736902748,2.634362372339177,off_manifold_hop
84,23,2641,1320,death,10,35.99999999999966,1.0015145613841718,1.822156438679074,exact_hop
84,23,567,78,explore,24,35.99999999999977,1.003145672548604,2.6762674536886215,off_manifold_hop
85,23,2967,2933,genericity,1,33.99999999999932,1.0068732585535607,2.052021463135569,off_manifold_hop
85,23,2951,2636,deletion,2,35.99999999999977,0.5691058736902748,2.6343623723391745,off_manifold_hop
85,23,2641,1320,death,11,35.99999999999966,1.0015145613841718,1.822156438679074,exact_hop
86,23,3012,2967,genericity,1,33.99999999999943,1.004387117595029,2.0858340329499256,exact_hop
