r,s,projected_gradient_norm,collision_value,sign_u,sign_v,sign_w,amp_r,amp_s
6,8,0.6666666666666665,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
10,15,0.6666666666666665,-0.3333333333333333,1.0,-1.0,-1.0,1.0,1.0
12,17,0.6666666666666664,-0.3333333333333333,-1.0,-1.0,1.0,1.0,1.0
9,20,0.6341718324267315,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
11,21,0.6341718324267315,-0.3333333333333333,-1.0,1.0,-1.0,1.0,2.0
17,24,0.6341718324267315,-0.3333333333333333,1.0,-1.0,-1.0,1.0,2.0
4,22,0.6341718324267314,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
0,23,0.6341718324267313,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
15,25,0.6341718324267313,-0.3333333333333333,-1.0,-1.0,1.0,1.0,2.0
14,23,0.5546975779047738,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
1,24,0.5546975779047737,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
12,22,0.5546975779047737,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
14,24,0.5546975779047737,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
3,21,0.5546975779047736,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
3,25,0.5546975779047736,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
10,22,0.5546975779047736,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
12,20,0.5546975779047736,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
1,20,0.5546975779047735,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
10,21,0.5546975779047735,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
16,23,0.5546975779047735,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
16,25,0.5546975779047734,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
7,18,0.47140452079103196,0.0,-1.0,-1.0,1.0,1.0,1.0
9,18,0.47140452079103196,0.0,1.0,1.0,1.0,1.0,1.0
8,17,0.4714045207910319,0.0,-1.0,-1.0,1.0,1.0,1.0
2,4,0.47140452079103184,0.0,1.0,-1.0,-1.0,1.0,1.0
2,6,0.47140452079103184,0.0,-1.0,-1.0,1.0,1.0,1.0
2,13,0.47140452079103184,0.0,-1.0,1.0,-1.0,1.0,1.0
4,6,0.47140452079103184,0.0,1.0,1.0,1.0,1.0,1.0
6,17,0.47140452079103184,0.0,1.0,-1.0,-1.0,1.0,1.0
8,12,0.47140452079103184,0.0,-1.0,1.0,-1.0,1.0,1.0
8,16,0.47140452079103184,0.0,-1.0,-1.0,1.0,1.0,1.0
9,15,0.47140452079103184,0.0,-1.0,-1.0,1.0,1.0,1.0
10,14,0.47140452079103184,0.0,1.0,-1.0,-1.0,1.0,1.0
1,5,0.4714045207910318,0.0,-1.0,1.0,-1.0,1.0,1.0
2,18,0.4714045207910318,0.0,-1.0,1.0,-1.0,1.0,1.0
7,16,0.4714045207910318,0.0,1.0,1.0,1.0,1.0,1.0
8,9,0.4714045207910318,0.0,1.0,-1.0,-1.0,1.0,1.0
10,18,0.4714045207910318,0.0,-1.0,1.0,-1.0,1.0,1.0
0,4,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
1,6,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
2,3,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
2,10,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
2,15,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
3,7,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
4,8,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
5,7,0.47140452079103173,0.0,1.0,-1.0,-1.0,1.0,1.0
5,9,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
6,12,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
6,13,0.47140452079103173,0.0,-1.0,1.0,-1.0,1.0,1.0
7,13,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
8,10,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
8,15,0.47140452079103173,0.0,-1.0,-1.0,1.0,1.0,1.0
11,17,0.47140452079103173,0.0,1.0,1.0,1.0,1.0,1.0
13,16,0.47140452079103173,0.0,1.0,1.0,1.0,1.0,1.0
0,5,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
0,7,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
1,8,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
3,8,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
5,6,0.4714045207910317,0.0,1.0,-1.0,-1.0,1.0,1.0
5,13,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
5,14,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
6,18,0.4714045207910317,0.0,1.0,1.0,1.0,1.0,1.0
13,14,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
13,17,0.4714045207910317,0.0,-1.0,-1.0,1.0,1.0,1.0
1,3,0.4714045207910316,0.0,1.0,1.0,1.0,1.0,1.0
2,7,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
5,18,0.4714045207910316,0.0,-1.0,1.0,-1.0,1.0,1.0
7,11,0.4714045207910316,0.0,-1.0,1.0,-1.0,1.0,1.0
8,11,0.4714045207910316,0.0,1.0,-1.0,-1.0,1.0,1.0
8,14,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
11,18,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
12,16,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
12,18,0.4714045207910316,0.0,-1.0,-1.0,1.0,1.0,1.0
0,8,0.47140452079103157,0.0,-1.0,-1.0,1.0,1.0,1.0
13,15,0.4714045207910315,0.0,-1.0,1.0,-1.0,1.0,1.0
10,11,0.46754575585329117,0.0,-1.0,1.0,-1.0,1.0,1.0
4,12,0.4675457558532911,0.0,-1.0,1.0,-1.0,1.0,1.0
14,17,0.4675457558532911,0.0,1.0,1.0,1.0,1.0,1.0
0,14,0.46754575585329106,0.0,-1.0,-1.0,1.0,1.0,1.0
1,9,0.46754575585329106,0.0,-1.0,1.0,-1.0,1.0,1.0
1,17,0.46754575585329106,0.0,1.0,-1.0,-1.0,1.0,1.0
4,10,0.46754575585329106,0.0,-1.0,1.0,-1.0,1.0,1.0
0,16,0.467545755853291,0.0,-1.0,-1.0,1.0,1.0,1.0
15,16,0.467545755853291,0.0,-1.0,1.0,-1.0,1.0,1.0
3,15,0.46754575585329095,0.0,-1.0,-1.0,1.0,1.0,1.0
9,12,0.4675457558532909,0.0,-1.0,1.0,-1.0,1.0,1.0
3,11,0.46754575585329083,0.0,-1.0,1.0,-1.0,1.0,1.0
0,24,0.46478639840939995,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
4,21,0.46478639840939995,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
9,24,0.4647863984093999,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
11,22,0.4647863984093999,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
15,21,0.4647863984093999,-0.2357022603955158,1.0,1.0,1.0,1.0,2.0
0,25,0.46478639840939984,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
9,22,0.46478639840939984,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
17,20,0.46478639840939984,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
17,23,0.46478639840939984,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
11,25,0.4647863984093998,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.0
15,23,0.46478639840939967,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.0
4,20,0.4647863984093996,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.0
14,25,0.44309335552009793,0.0,1.0,1.0,1.0,1.0,2.0
1,23,0.4430933555200979,0.0,-1.0,1.0,-1.0,1.0,2.0
12,21,0.4430933555200979,0.0,-1.0,1.0,-1.0,1.0,2.0
14,20,0.4430933555200979,0.0,-1.0,1.0,-1.0,1.0,2.0
1,22,0.4430933555200978,0.0,-1.0,-1.0,1.0,1.0,2.0
3,23,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
10,20,0.4430933555200978,0.0,1.0,-1.0,-1.0,1.0,2.0
16,21,0.4430933555200978,0.0,-1.0,-1.0,1.0,1.0,2.0
16,24,0.4430933555200978,0.0,-1.0,1.0,-1.0,1.0,2.0
12,24,0.4430933555200977,0.0,-1.0,-1.0,1.0,1.0,2.0
3,22,0.44309335552009765,0.0,-1.0,1.0,-1.0,1.0,2.0
10,25,0.4430933555200976,0.0,-1.0,-1.0,1.0,1.0,2.0
15,19,0.42855996465869783,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
0,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
4,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
9,19,0.42855996465869767,-0.2357022603955158,-1.0,-1.0,1.0,1.0,2.8284271247461903
11,19,0.42855996465869767,-0.2357022603955158,1.0,-1.0,-1.0,1.0,2.8284271247461903
17,19,0.42855996465869767,-0.2357022603955158,-1.0,1.0,-1.0,1.0,2.8284271247461903
2,24,0.42278122161782106,0.0,-1.0,-1.0,1.0,1.0,2.0
13,22,0.42278122161782106,0.0,1.0,1.0,1.0,1.0,2.0
18,23,0.422781221617821,0.0,1.0,-1.0,-1.0,1.0,2.0
6,25,0.4227812216178209,0.0,-1.0,-1.0,1.0,1.0,2.0
7,20,0.4227812216178209,0.0,-1.0,-1.0,1.0,1.0,2.0
5,21,0.42278122161782083,0.0,-1.0,-1.0,1.0,1.0,2.0
15,17,0.4022881415009281,0.0,1.0,-1.0,-1.0,1.0,1.0
0,9,0.402288141500928,0.0,-1.0,-1.0,1.0,1.0,1.0
9,11,0.402288141500928,0.0,1.0,-1.0,-1.0,1.0,1.0
10,12,0.402288141500928,0.0,1.0,1.0,1.0,1.0,1.0
1,12,0.40228814150092795,0.0,-1.0,-1.0,1.0,1.0,1.0
1,14,0.40228814150092795,0.0,-1.0,1.0,-1.0,1.0,1.0
3,16,0.40228814150092795,0.0,1.0,1.0,1.0,1.0,1.0
14,16,0.40228814150092795,0.0,-1.0,-1.0,1.0,1.0,1.0
4,17,0.4022881415009279,0.0,1.0,-1.0,-1.0,1.0,1.0
0,11,0.40228814150092784,0.0,-1.0,1.0,-1.0,1.0,1.0
4,15,0.40228814150092784,0.0,-1.0,1.0,-1.0,1.0,1.0
3,10,0.4022881415009278,0.0,1.0,-1.0,-1.0,1.0,1.0
1,19,0.3857266158467891,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
14,19,0.385726615846789,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
3,19,0.38572661584678897,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
12,19,0.38572661584678897,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
10,19,0.3857266158467889,0.0,-1.0,-1.0,1.0,1.0,2.8284271247461903
16,19,0.38572661584678886,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
18,25,0.3677848562449138,0.0,1.0,-1.0,-1.0,1.0,2.0
2,23,0.36778485624491375,0.0,-1.0,-1.0,1.0,1.0,2.0
18,24,0.36778485624491375,0.0,1.0,-1.0,-1.0,1.0,2.0
6,21,0.3677848562449137,0.0,1.0,-1.0,-1.0,1.0,2.0
7,24,0.3677848562449137,0.0,1.0,-1.0,-1.0,1.0,2.0
2,20,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
13,20,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
13,21,0.36778485624491364,0.0,-1.0,-1.0,1.0,1.0,2.0
5,22,0.3677848562449136,0.0,-1.0,1.0,-1.0,1.0,2.0
5,25,0.3677848562449135,0.0,-1.0,-1.0,1.0,1.0,2.0
6,23,0.3677848562449135,0.0,-1.0,-1.0,1.0,1.0,2.0
7,22,0.3677848562449135,0.0,-1.0,1.0,-1.0,1.0,2.0
0,17,0.35779788103271054,0.0,1.0,-1.0,-1.0,1.0,1.0
4,11,0.35779788103271054,0.0,1.0,-1.0,-1.0,1.0,1.0
4,9,0.35779788103271043,0.0,-1.0,-1.0,1.0,1.0,1.0
9,17,0.35779788103271043,0.0,-1.0,-1.0,1.0,1.0,1.0
11,15,0.35779788103271043,0.0,-1.0,-1.0,1.0,1.0,1.0
0,15,0.3577978810327103,0.0,-1.0,-1.0,1.0,1.0,1.0
17,25,0.3505929647044782,0.0,-1.0,-1.0,1.0,1.0,2.0
4,24,0.35059296470447815,0.0,-1.0,1.0,-1.0,1.0,2.0
9,23,0.35059296470447815,0.0,1.0,1.0,1.0,1.0,2.0
11,20,0.35059296470447815,0.0,1.0,1.0,1.0,1.0,2.0
15,22,0.35059296470447815,0.0,1.0,-1.0,-1.0,1.0,2.0
15,24,0.35059296470447815,0.0,-1.0,-1.0,1.0,1.0,2.0
0,20,0.3505929647044781,0.0,1.0,-1.0,-1.0,1.0,2.0
0,21,0.3505929647044781,0.0,1.0,1.0,1.0,1.0,2.0
4,25,0.3505929647044781,0.0,1.0,-1.0,-1.0,1.0,2.0
9,21,0.3505929647044781,0.0,-1.0,-1.0,1.0,1.0,2.0
11,23,0.3505929647044781,0.0,-1.0,1.0,-1.0,1.0,2.0
17,22,0.350592964704478,0.0,-1.0,1.0,-1.0,1.0,2.0
15,20,0.3185110286353033,0.0,1.0,-1.0,-1.0,1.0,2.0
0,22,0.3185110286353031,0.0,-1.0,1.0,-1.0,1.0,2.0
11,24,0.3185110286353031,0.0,1.0,1.0,1.0,1.0,2.0
17,21,0.3185110286353031,0.0,-1.0,-1.0,1.0,1.0,2.0
9,25,0.31851102863530306,0.0,1.0,1.0,1.0,1.0,2.0
4,23,0.31851102863530295,0.0,1.0,1.0,1.0,1.0,2.0
21,25,0.30277675197414217,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
21,22,0.3027767519741421,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
23,25,0.302776751974142,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
23,24,0.30277675197414194,-0.6380711874576983,-1.0,-1.0,1.0,2.0,2.0
20,24,0.30277675197414183,-0.6380711874576983,1.0,-1.0,-1.0,2.0,2.0
20,22,0.3027767519741417,-0.6380711874576983,-1.0,1.0,-1.0,2.0,2.0
6,19,0.28446067284623955,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
5,19,0.2844606728462395,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
7,19,0.2844606728462395,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
18,19,0.2844606728462395,0.0,1.0,1.0,1.0,1.0,2.8284271247461903
2,19,0.28446067284623944,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
13,19,0.28446067284623944,0.0,-1.0,1.0,-1.0,1.0,2.8284271247461903
20,25,0.27783625115549704,0.0,1.0,-1.0,-1.0,2.0,2.0
21,24,0.277836251155497,0.0,1.0,1.0,1.0,2.0,2.0
22,23,0.27783625115549687,0.0,-1.0,1.0,-1.0,2.0,2.0
19,21,0.2166269655926201,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
19,25,0.2166269655926201,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
19,20,0.21662696559262004,-0.569035593728849,-1.0,1.0,-1.0,2.8284271247461903,2.0
19,24,0.21662696559262,-0.569035593728849,1.0,-1.0,-1.0,2.8284271247461903,2.0
19,22,0.21662696559261999,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
19,23,0.21662696559261999,-0.569035593728849,-1.0,-1.0,1.0,2.8284271247461903,2.0
18,21,0.20114407075046406,0.0,-1.0,-1.0,1.0,1.0,2.0
6,22,0.20114407075046403,0.0,-1.0,1.0,-1.0,1.0,2.0
18,20,0.201144070750464,0.0,1.0,1.0,1.0,1.0,2.0
2,22,0.20114407075046395,0.0,-1.0,1.0,-1.0,1.0,2.0
5,20,0.20114407075046392,0.0,-1.0,-1.0,1.0,1.0,2.0
7,21,0.2011440707504639,0.0,1.0,-1.0,-1.0,1.0,2.0
13,24,0.2011440707504639,0.0,-1.0,1.0,-1.0,1.0,2.0
2,25,0.20114407075046387,0.0,-1.0,1.0,-1.0,1.0,2.0
5,23,0.20114407075046387,0.0,-1.0,-1.0,1.0,1.0,2.0
6,24,0.20114407075046387,0.0,-1.0,-1.0,1.0,1.0,2.0
7,23,0.20114407075046387,0.0,-1.0,-1.0,1.0,1.0,2.0
13,25,0.2011440707504638,0.0,-1.0,1.0,-1.0,1.0,2.0
14,21,0.1872484876273516,0.0,1.0,-1.0,-1.0,1.0,2.0
1,25,0.18724848762735158,0.0,-1.0,1.0,-1.0,1.0,2.0
3,24,0.18724848762735152,0.0,-1.0,1.0,-1.0,1.0,2.0
10,24,0.18724848762735152,0.0,-1.0,1.0,-1.0,1.0,2.0
1,21,0.1872484876273515,0.0,-1.0,1.0,-1.0,1.0,2.0
3,20,0.18724848762735147,0.0,-1.0,-1.0,1.0,1.0,2.0
12,25,0.18724848762735147,0.0,-1.0,-1.0,1.0,1.0,2.0
16,20,0.18724848762735147,0.0,1.0,-1.0,-1.0,1.0,2.0
12,23,0.1872484876273514,0.0,-1.0,-1.0,1.0,1.0,2.0
16,22,0.1872484876273514,0.0,1.0,1.0,1.0,1.0,2.0
14,22,0.18724848762735136,0.0,-1.0,-1.0,1.0,1.0,2.0
10,23,0.1872484876273513,0.0,-1.0,1.0,-1.0,1.0,2.0
22,25,0.17237334648179992,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
21,23,0.17237334648179983,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
20,21,0.1723733464817998,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
24,25,0.1723733464817998,0.16666666666666663,1.0,-1.0,-1.0,2.0,2.0
20,23,0.17237334648179978,0.16666666666666663,-1.0,1.0,-1.0,2.0,2.0
22,24,0.17237334648179975,0.16666666666666663,-1.0,-1.0,1.0,2.0,2.0
6,10,1.1573380975658195e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
5,12,1.0449334975765672e-15,0.0,1.0,1.0,1.0,1.0,1.0
6,9,1.044060565401777e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
3,9,1.0042361252761272e-15,0.0,-1.0,1.0,-1.0,1.0,1.0
4,13,9.863526618595726e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
6,15,9.85997638186933e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
5,16,9.843281980558715e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
3,13,9.828758586542043e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
7,9,9.824566566840293e-16,0.0,1.0,1.0,1.0,1.0,1.0
3,12,9.740136515090116e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
12,15,9.729279911926597e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
6,14,9.695176881994483e-16,0.0,1.0,1.0,1.0,1.0,1.0
4,16,9.552253240097271e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
5,11,9.548355596899092e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
10,17,9.501925686958552e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
9,16,9.444410772023352e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
3,18,9.401058001132307e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
4,18,9.245257904082144e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
3,14,9.19083100549037e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
1,18,9.163420226041691e-16,0.0,1.0,1.0,1.0,1.0,1.0
4,14,9.12957598354112e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
7,10,9.128205375299892e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
3,17,9.117990610073007e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
0,10,9.11083305461346e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
11,14,9.091253568369191e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
2,16,8.933254624676943e-16,0.0,1.0,1.0,1.0,1.0,1.0
2,17,8.812581898703603e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
5,24,8.720470272753611e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
7,15,8.682296164019347e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
5,17,8.427763790987964e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
10,16,8.378260388631854e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
1,16,8.282644199883474e-16,0.0,1.0,1.0,1.0,1.0,1.0
1,15,8.263342888439872e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
7,14,8.259101610426354e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
1,10,8.255941613851829e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
0,13,8.239307203045293e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
2,11,7.992254969756069e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
1,13,7.934520534314767e-16,0.0,-1.0,-1.0,1.0,1.0,1.0
12,14,7.927610763752954e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
13,23,7.854595224513184e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
1,11,7.830340292691289e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
8,23,7.764519875364964e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
8,19,7.728732997088197e-16,0.0,1.0,-1.0,-1.0,1.0,2.8284271247461903
0,12,7.706104219980587e-16,0.0,1.0,-1.0,-1.0,1.0,1.0
8,21,7.618314946641283e-16,0.0,1.0,1.0,1.0,1.0,2.0
8,25,7.553013120369164e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
8,24,7.402597825625626e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
0,18,7.293161888328452e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
2,12,7.203474803926672e-16,0.0,-1.0,1.0,-1.0,1.0,1.0
6,20,7.144743881137614e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
7,25,7.099561723710733e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
8,20,6.745024635624502e-16,0.0,-1.0,-1.0,1.0,1.0,2.0
18,22,6.656143422825297e-16,0.0,1.0,-1.0,-1.0,1.0,2.0
2,21,6.221105293212795e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
8,22,5.869952404838531e-16,0.0,-1.0,1.0,-1.0,1.0,2.0
